Schluessel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentuemer;OK Terrain;Schachtueberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergaenzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
66;Mäuer-Quelle;Elmerberg;Ennenda;8755;725490;213435;1089;Alter Skiclub Glarus;1350;0;72521308;aus Plan gelesen;Trinkwasser;WV Einzelligenschaft;;gut;Eisendeckel;Brunnenstube;WV Ennenda;Leisinger Werner Ennenda;Nutzung in Clubhütte (öffentlich), im Sommer Quellertrag minim;;11;12;;;keine vorh.;;ja;R. Brunner;09.03.1998;37;05.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
67;Füchser-Quelle;Elmerbord;Ennenda;8755;725750;213560;1089;F. Jenny;1415;15;72521306;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;gut;Eternit-Deckel;Brunnenstube;WV Ennenda;Fritz Jenny (WV Ennenda);Ferienhaus;;19;20;;;keine vorh.;2;nein;R. Brunner;09.03.1998;35;05.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
68;Böden-Quelle;Elmerbord;Ennenda;8755;725955;213625;1089;Heinrich Altmann-Schuler;1440;0;72521307;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;WV Ennenda;Hch. Altmann Ennenda;Versorgung von Bauernhaus Altmann, Ferienhaus Jak. Hösle, Sengen, Linthal;;25;26;;;keine vorh.;0;nein;R. Brunner;09.03.1998;36;05.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
69;Bühlerberg-Quelle;Burgetsiten;Ennenda;8755;724750;213930;1110;verschiedene;1000;0;72421301;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Bachwasserfassung;sanierungsbedürftig;Eisendeckel mit Schrauben;Brunnenstube;WV Ennenda;Peter Jäger EW Ennenda;Ferienhäuser;;33;34;;;keine vorh.;;;R. Brunner;09.03.1998;34;06.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
70;Tugbächli-Quelle;Stüssiberg;Ennenda;8755;725090;214030;1116;P. Hefti, Ruostel;1190;0;72521403;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Bachwasserfassung;sanierungsbedürftig;Blech-Deckel;Brunnenstube;WV Ennenda;Peter Jäger EW Ennenda;;;9;10;;;keine vorh.;0;nein;R. Brunner;09.03.1998;33;06.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
71;Hinter Ruostel-Quelle;Hinter Ruostel;Ennenda;8755;725090;214520;1118;V. Sulzer-Tschudi;1185;0;72521402;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;sanierungsbedürftig;Betondeckel;Brunnenstube;WV Ennenda;V. Sulzer Tschudi Ennenda;;;11;12;;;keine vorh.;1;nein;R. Brunner;09.03.1998;32;06.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
72;Endi-Quelle;Endi;Ennenda;8755;725205;213965;1122;Fritz Altmann-Hefti;1250;20;72521305;aus Plan gelesen;Trinkwasser;Hausversorgung, Stall, Stallbrunnen;Wasseraustritt;sanierungsbedürftig;Betondeckel;Brunnenstube;WV Ennenda;Fritz Altmann Ennenda;;;7;8;;;keine vorh.;0;nein;R. Brunner;09.03.1998;31;06.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
73;Tschudiboden-Quelle;Bergwald;Ennenda;8755;725480;214175;1137;Jak. Hösle-Hefti;1360;0;72521401;aus Plan gelesen;Trinkwasser;Hausversorgung und Stallbrunnen;Wasseraustritt;sanierungsbedürftig;Holz;kein Schacht;WV Ennenda;Jak. Hösle-Hefti Ennenda;keine Abdeckung;;27;28;;;keine vorh.;0;nein;R. Brunner;09.03.1998;30;05.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
74;Stöckli-Quelle;Stöckli;Ennenda;8755;726170;210580;1147;Gemeinde;1240;;72621002;aus Plan gelesen;Brauchwasser;Brunnen;ab Fels;;Steine;kein Schacht;WV Ennenda;Gemeindepräsident Becker (bewirtschaftet die Parzelle);;;5;6;;;keine vorh.;;;R. Brunner;09.03.1998;28;06.05.1998;;WAHR;FALSCH;FALSCH;FALSCH
75;Milchbach-Quelle;Alpeli;Ennenda;8755;727570;209630;1147;;1690;;72720901;aus Plan gelesen;;;;;;;Wv Ennenda;;;;;;;;keine vorh.;;;R. Brunner;09.03.1998;29;;;WAHR;WAHR;FALSCH;FALSCH
76;Staglen-Quelle;Staglen;Obstalden;8875;;;;Genossame Obstalden;860;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;keine vorh.;;;;25.03.1998;1;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
77;Beeriboden;;Obstalden;8875;731280;219345;;Genossame Obstalden;560;0;73121901;aus Plan gelesen;Trinkwasser;Brunnen;Stollen;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;geht zu Brunnen an Kerenzerbergstrasse;;D22;;;;keine vorh.;;nein;M. Simmler;25.03.1998;2;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
78;Tröglingen;;Obstalden;8875;731300;219680;;Genossame Obstalden;580;0;73121902;aus Plan gelesen;Trinkwasser;Brunnen;Sicker-/Zuleitung;schlecht;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;läuft direkt in Brunnen neben Wanderweg;;D23;D24;;;keine vorh.;1;nein;M. Simmler;25.03.1998;3;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
79;Dotzweg;;Obstalden;8875;;;;D. Schrepfer-Dürst;630;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;4;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
80;Rüti;;Obstalden;8875;730260;219835;;Gebr. Abt;600;0;73021901;aus Plan gelesen;Brauchwasser;Brunnen;Sicker-/Zuleitung;schlecht;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;"Schacht undicht; Brunnen bei Ferienhaus";;D29;D30;;;keine vorh.;1;nein;M. Simmler;25.03.1998;5;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
81;Untertschingel;;Obstalden;8875;;;;J. Menzi-Schmid;660;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen von Gemeinde";;;;;;;;;;25.03.1998;6;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
82;Rütiloch;;Obstalden;8875;;;;Heussi-Ackermann, Büeli;660;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;7;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
83;Rütiloch;;Obstalden;8875;;;;E. Luchsinger-Tinner;680;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;8;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
84;Boden;;Obstalden;8875;730335;219985;;Ackermann- Erben;550;0;73021902;aus Plan gelesen;Brauchwasser;Brunnen;?;sanierungsbedürftig;?;?;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;Fassung durch Schnee zerdrückt, nicht zugänglich;;D25;D26;;;keine vorh.;;nein;M. Simmler;25.03.1998;9;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
85;Voglingen;;Obstalden;8875;;;;R. Schrepfer-Menzi;550;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"an Trinkwasserversorgung angeschlossen;  nicht aufgenommen";;;;;;keine vorh.;;;;25.03.1998;10;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
86;Gnappen;;Obstalden;8875;;;;Brunnenkorporation Gnappen;560;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen von Gemeinde";;;;;;;;;;25.03.1998;11;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
87;Grüeningen;;Obstalden;8875;730250;220030;;Gebr. Grob, Stocken;520;15;73022001;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;sanierungsbedürftig;keine vorh.;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;D27;D28;;;keine vorh.;1;nein;M. Simmler;25.03.1998;12;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
88;Grüeningen;;Obstalden;8875;;;;Gebr. Grob, Stocken;550;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen gemäss Gemeinde";;;;;;;;;;25.03.1998;13;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
89;Stuggacher;;Obstalden;8875;729980;220225;;M. Speich-Weber;570;;72922001;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;;kein Schacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;F16;F17;;;keine vorh.;1;nein;M. Simmler;25.03.1998;14;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
90;Stuggacher;;Obstalden;8875;729930;220220;;M. Speich-Weber;580;0;72922002;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;F14;F15;;;keine vorh.;2;nein;M. Simmler;25.03.1998;15;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
91;Stuggacher;;Obstalden;8875;730020;220255;;Th. Zwicky;590;0;73022002;aus Plan gelesen;Brauchwasser;Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;F18;F19;;;keine vorh.;1;nein;M. Simmler;25.03.1998;16;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
92;Nidstalden;;Obstalden;8875;729975;220160;;F. Dürst-Legler;560;0;72922003;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;sanierungsbedürftig;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;auch für Fischweiher;;D35;D36;;;keine vorh.;1;nein;M. Simmler;25.03.1998;17;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
93;Nidstalden;;Obstalden;8875;;;;Gde. Obstalden;640;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen gemäss Gemeinde";;;;;;;;;;25.03.1998;18;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
94;Nidstalden;;Obstalden;8875;;;;J. Menzi-Schmid;680;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen gemäss Gemeinde";;;;;;;;;;25.03.1998;19;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
95;Salleregg;;Obstalden;8875;729755;220170;;J.J. Dürst-Baumberger;610;0;72922004;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;schlecht;Türe (offen);Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;D33;D34;;;keine vorh.;4;nein;M. Simmler;25.03.1998;20;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
96;Unter Bräch;;Obstalden;8875;;;;J.J. Schrepfer-Luchsinger;600;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen gemäss Gemeinde";;;;;;;;;;25.03.1998;21;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
97;Hafland;;Obstalden;8875;730330;220230;;Korporation Mühletal;470;40;73022003;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;Leitung bis ca. Mast;;D19;D21;;;keine vorh.;1;nein;M. Simmler;25.03.1998;22;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
98;Chorrichterwald;;Obstalden;8875;;;;Rupf, Haus Tschachli;430;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;"nicht aufgenommen
gestrichen gemäss Gemeinde";;;;;;;;;;25.03.1998;23;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
99;Obere Schwändi;;Obstalden;8875;730510;219110;;P. Menzi;830;0;73021903;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;aufstossend;sanierungsbedürftig;Holz/Ziegel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E6;E7;;;keine vorh.;;nein;M. Simmler;25.03.1998;24;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
100;Mitlisor;;Obstalden;8875;730715;219205;;J. Schrepfer-Küng;795;0;73021904;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;?;sanierungsbedürftig;Türe;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;eigentliche Fassung zugewachsen;;I11;I12;;;keine vorh.;;nein;M. Simmler;25.03.1998;25;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
101;Mitlisor;;Obstalden;8875;730780;219240;;Durscher, Kirchmeier, Ackermann;780;0;73021905;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;Leitung zu Wohnhäusern defekt;;I9;I10;;;keine vorh.;1;nein;M. Simmler;25.03.1998;26;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
102;Tübereggli;;Obstalden;8875;730195;219285;;M. Kamm-Schrepfer;780;;73021906;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;sanierungsbedürftig;Stein;kein Schacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E29;E28;E30;;keine vorh.;;nein;M. Simmler;25.03.1998;27;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
103;Tübereggli;;Obstalden;8875;730180;219240;;Genossame Obstalden;800;;73021907;aus Plan gelesen;im Moment ungenutzt;;Bachwasserfassung;;;;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;diverse Tränkerechte;;E31;E32;;;keine vorh.;;;M. Simmler;25.03.1998;28;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
104;Tüberli;;Obstalden;8875;730165;219480;;Erben M. Kamm;720;20;73021908;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E4;E5;;;keine vorh.;2;nein;M. Simmler;25.03.1998;29;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
105;Tüberli;;Obstalden;8875;;;;Ch. Vetsch-Kamm;730;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;30;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
106;Tübern;;Obstalden;8875;;;;Ch. Vetsch-Kamm;610;;;aus Plan gelesen;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;31;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
107;Boden;;Obstalden;8875;729845;219580;;Ackermann, Menzi;780;0;72921901;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;2 Häuser, Ställe;;E35;;;;keine vorh.;1;nein;M. Simmler;25.03.1998;32;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
108;Kännel;;Obstalden;8875;729700;219730;;Gde. Obstalden;720;0;72921902;aus Plan gelesen;im Moment ungenutzt;Notwasserversorgung Gemeinde;Stollen;gut;Türe;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;Alte WV Obstalden;;E2;E3;;;erforderlich;1;ja;M. Simmler;25.03.1998;33;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
109;Markstein;;Obstalden;;729580;219755;;Gde. Obstalden;750;0;72921903;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;D37;E1;;;keine vorh.;1;ja;M. Simmler;25.03.1998;34;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
110;Furggel;;Obstalden;8875;729570;218840;;Genossame Obstalden;970;0;72921801;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E8;E9;;;keine vorh.;;nein;M. Simmler;25.03.1998;35;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
111;Blänggli;;Obstalden;8875;729485;218660;;Genossame Obstalden;990;0;72921802;aus Plan gelesen;Trinkwasser;Ferienhäuser;?;sanierungsbedürftig;Steine;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;wird zum Ferienhaus hochgepumpt;;E10;E11;;;keine vorh.;;nein;M. Simmler;25.03.1998;36;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
112;Blanggschwändi a + b;;Obstalden;8875;729615;218405;;Kaspar Dürst-Kamm;1120;0;72921803;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Türe;Brunnenstube/Sammelschacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;abgeschlossen;;E12;E13;;;keine vorh.;2;ja;M. Simmler;25.03.1998;37;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
113;Bächlen;;Obstalden;8875;729980;218225;;J. Schrepfer-Fiesler;1080;;72921804;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;keine vorh.;kein Schacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;läuft via Plastikeimer ins Reservoir --> nicht messbar;;E18;E19;;;keine vorh.;3;nein;M. Simmler;25.03.1998;38;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
114;Bächlen;;Obstalden;8875;;;;J. Schrepfer-Fiesler;1070;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;39;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
115;Käsrachen;;Obstalden;8875;730100;218160;;Ackermann- Erben;1060;0;73021801;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E20;E21;;;keine vorh.;2;nein;M. Simmler;25.03.1998;40;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
116;Laubegg;;Obstalden;8875;730225;218185;;F. Ackermann jun.;1035;0;73021802;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;ehem. Drainage;;E24;E25;;;keine vorh.;1;nein;M. Simmler;25.03.1998;41;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
117;Laubegg;;Obstalden;8875;730255;218155;;F. Ackermann jun.;1020;0;73021803;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;;;E22;E23;;;keine vorh.;1;ja;M. Simmler;25.03.1998;42;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
118;Altstafel;;Obstalden;8875;;;;Neue Alp Genossame;1210;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;;;;;25.03.1998;43;;06.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
119;Tiefboden-Quelle;Losen;Obstalden;8875;730838;216556;;WV Obstalden;1420;20;73021601;im Feld eingemessen;Trinkwasser;WV Gemeinde;Stollen;gut;Türe;Brunnenstube;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;1968 erstellt;;I13;I14;I15;;definitiv;;ja;M. Simmler;25.03.1998;44;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
120;Meerenbach-Quelle;;Obstalden;8875;730810;215850;;Neue Alp Genossame;1520;;73021501;aus Plan gelesen;im Moment ungenutzt;;nicht gefasst;;;kein Schacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;ev. für Trinkwasser vorgesehen;;J34;J35;J36;;;;;M. Simmler;25.03.1998;45;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
121;Meerenbach-Quelle;;Obstalden;8875;730740;215870;;Neue Alp Genossame;1520;;73021502;aus Plan gelesen;im Moment ungenutzt;;nicht gefasst;;;kein Schacht;Archiv AFU Glarus;J. Grob, Werkführer Obstalden;ev. für Trinkwasserversorgung Gemeinde vorgesehen;;I36;;;;;;;M. Simmler;25.03.1998;46;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
122;Quelle Sunnbach (Sonnenbach);Sunnberg;Filzbach;8876;728110;219970;300;Gde. Filzbach;735;;72821901;aus Plan gelesen;im Moment ungenutzt;WV Gemeinde;;;Eisendeckel;Brunnenstube;Archiv AFU Glarus;"Paul Menzi, Brunnenmeister Filzbach; Urs Kamm 055 614 19 59";Q. beim Gaden! Zur Zeit nicht in Gem. Netz gespeist, geht in Res Sonnenbach gem. Angabe von Urs Kamm vom 15.4.2002 ist er Eigent. der Q., Was. von ihm auch genutzt, Gem. nur Notw., Pächter güllt ob Q.;;11;;;;erforderlich;;ja;Brunner;25.03.1998;1;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
123;Quelle auf dem Schluchen;;Filzbach;8876;727600;219780;323;Gde. Filzbach, J. Menzi-Roth;770;;72721901;aus Plan gelesen;Trinkwasser;WV Gemeinde;ab Fels;gut;;Reservoir;Archiv AFU Glarus;Paul Menzi, Brunnenmeister Filzbach;Wasser direkt in Reservoir;;8;;;;definitiv;;ja;Brunner;25.03.1998;2;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
124;Quelle Menzi, Sonnbergli;Sonnbergli;Filzbach;8876;728140;219910;;W. Menzi, Sonnbergli;740;0;72821902;aus Plan gelesen;im Moment ungenutzt;;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Paul Menzi, Brunnenmeister Filzbach, Leitung führt über Wieder zum Haus/Res von W. Menzi;;;9;10;;;;4;nein;Brunner;25.03.1998;3;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
125;Quelle im Hinterberg;Britterberg;Filzbach;8876;727055;219630;366;F. Menzi-Beusch;840;;72721902;aus Plan gelesen;im Moment ungenutzt;Einzelliegenschaft;ab Fels;schlecht;Blech-Deckel;Brunnenstube;Archiv AFU Glarus;F. Menzi-Beusch, Filzbach;;;3;4;5;;;;nein;Brunner;25.03.1998;4;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
126;Quelle im Britterwald 1;Britterwald;Filzbach;8876;726530;219965;210;Gde. Filzbach;660;0;72621904;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Gde. Filzbach;;;12;13;;;keine vorh.;1;nein;Brunner;25.03.1998;5;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
127;Quelle im Kreuzweg;Tränggeli;Filzbach;8876;;;;F. Kirchmeier;770;;;aus Plan gelesen;Brauchwasser;Stallbrunnen;;;;;Archiv AFU Glarus;Albert Kirchmeier, Vordembach, Filzbach;;;;;;;keine vorh.;;;;25.03.1998;6;;30.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
128;Quelle im Rietloch;Stäfeli;Filzbach;8876;;;3;Genossame Gde. Filzbach;1400;;;aus Plan gelesen;Brauchwasser;Vieh-Tränke;ab Fels;;keine vorh.;kein Schacht;Archiv AFU Glarus;Gemeinde Filzbach;;;;;;;keine vorh.;;nein;;25.03.1998;7;;30.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
129;;Talgäden/Trosgaden;Filzbach;8876;;;3;;1110;;;aus Plan gelesen;Brauchwasser;Vieh-Tränke;ab Fels;;;;Archiv AFU Glarus;Gemeinde Filzbach;;;;;;;keine vorh.;;;;25.03.1998;8;;30.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
130;Quelle Rietloch;;Filzbach;8876;727480;217745;3;Gde. Filzbach;1405;0;72721703;aus Plan gelesen;Trinkwasser;Bergwirtschaft Habergschwänd,Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Archiv AFU Glarus;Gemeinde Filzbach;"Restaurant Habergschwänd, Alpgebäude Mollis und Filzbach; UV-Anlage in Alphütte Habergschwänd";;6;7;;;erforderlich;2;nein;Brunner;25.03.1998;9;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
131;;Sunnenspitzen;Filzbach;8876;;;;Gde. Mollis;1130;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;;;;;;;;;;;25.03.1998;10;;30.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
133;Quelle Rütisbrunnen;Rütisbrunnen;Mollis;8753;725620;218935;925;Gde. Mollis;930;;72521801;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Tor ROMAG;Brunnenstube;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;9;10;;;definitiv;1;Ja;Brunner;25.03.1998;2;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
134;Quelle Mäuerli (Mäuer);Rütisbrunnen;Mollis;8753;725780;219060;925;Gde. Mollis;891.2999878;;72521901;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Tor ROMAG;Brunnenstube;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;11;12;;;definitiv;2;Ja;Brunner;25.03.1998;3;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
135;Quelle Nolberg;Nolberg;Mollis;8753;725425;218420;;Fritz Mühlmann, Mollis;940;10;72521803;aus Plan gelesen;Trinkwasser;Ferienhäuser, 2 Ställe;ab Fels;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Fritz Mühlmann, Mollis;;;36;1;;;keine vorh.;1;nein;Brunner;25.03.1998;4;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
